Vertices with Normals (Set 1):
-0.7, 2, -0.5, 0, 0, -1
0, 1.7, -0.5, 0, 0, -1
-0.7, 2, -0.5, 0, 0, -1
0, 2, -0.5, 0, 0, -1
0, 1.7, -0.5, 0, 0, -1
0, 1.7, -0.5, 0, 0, -1
0, 2, -0.5, 0, 0, -1
0.3, 1.7, -0.5, 0, 0, -1
-1, 1.7, -1, 0, 0, -1
-0.7, 2, -1, 0, 0, -1
-0.7, 1.7, -1, 0, 0, -1
-0.7, 1.7, -1, 0, 0, -1
-0.7, 2, -1, 0, 0, -1
0, 1.7, -1, 0, 0, -1
-0.7, 2, -1, 0, 0, -1
0, 2, -1, 0, 0, -1
0, 1.7, -1, 0, 0, -1
0, 1.7, -1, 0, 0, -1
0, 2, -1, 0, 0, -1
0.3, 1.7, -1, 0, 0, -1
-1, 1.7, -1, -0.707107, 0.707107, 0
-1, 1.7, -0.5, -0.707107, 0.707107, 0
-0.7, 2, -1, -0.707107, 0.707107, 0
-0.7, 2, -1, -0.707107, 0.707107, 0
-1, 1.7, -0.5, -0.707107, 0.707107, 0
-0.7, 2, -0.5, -0.707107, 0.707107, 0
-0.7, 2, -1, 0, 1, 0
-0.7, 2, -0.5, 0, 1, 0
0, 2, -1, 0, 1, 0
0, 2, -1, 0, 1, -0
-0.7, 2, -0.5, 0, 1, -0
0, 2, -0.5, 0, 1, -0
0, 2, -1, 0.707107, 0.707107, -0
0, 2, -0.5, 0.707107, 0.707107, -0
0.3, 1.7, -1, 0.707107, 0.707107, -0
0.3, 1.7, -1, 0.707107, 0.707107, -0
0, 2, -0.5, 0.707107, 0.707107, -0
0.3, 1.7, -0.5, 0.707107, 0.707107, -0
-1, 0, -1, 0, 1, 0
-1, 0, -0.5, 0, 1, 0
-0.7, 0, -1, 0, 1, 0
-0.7, 0, -1, 0, 1, -0
-1, 0, -0.5, 0, 1, -0
-0.7, 0, -0.5, 0, 1, -0
-1, 0, -1, 1, 0, 0
-1, 1.7, -1, 1, 0, 0
-1, 0, -0.5, 1, 0, 0
-1, 1.7, -1, 1, 0, -0
-1, 1.7, -0.5, 1, 0, -0
-1, 0, -0.5, 1, 0, -0
-1, 1.7, -1, -0.707107, 0.707107, 0
-1, 1.7, -0.5, -0.707107, 0.707107, 0
-0.7, 2, -1, -0.707107, 0.707107, 0
-0.7, 2, -1, -0.707107, 0.707107, 0
-1, 1.7, -0.5, -0.707107, 0.707107, 0
-0.7, 2, -0.5, -0.707107, 0.707107, 0
0.3, 1.7, -1, 0, -1, 0
0.3, 1.7, -0.5, 0, -1, 0
-0.7, 1.7, -1, 0, -1, 0
-0.7, 0, -1, 1, 0, 0
-0.7, 1.7, -0.5, 1, 0, 0
-0.7, 0, -0.5, 1, 0, 0
